<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.04.16	22:00:00	2382.746	2386.773	2382.396	2384.744	2638	0	599
2024.04.16	23:00:00	2384.742	2386.874	2382.662	2382.843	4449	0	199
2024.04.17	00:00:00	2382.703	2384.687	2380.709	2384.360	5686	0	199
2024.04.17	01:00:00	2384.411	2385.547	2381.283	2384.598	8107	0	199
2024.04.17	02:00:00	2384.598	2386.253	2382.255	2382.338	5124	0	199
2024.04.17	03:00:00	2382.284	2383.667	2380.672	2381.651	4694	0	199
2024.04.17	04:00:00	2381.653	2383.021	2380.242	2381.915	3233	0	199
2024.04.17	05:00:00	2381.914	2382.054	2374.146	2377.501	6142	0	199
2024.04.17	06:00:00	2377.604	2381.528	2372.643	2380.981	8320	0	199
2024.04.17	07:00:00	2380.938	2383.238	2377.911	2382.493	6441	0	199
2024.04.17	08:00:00	2382.461	2393.573	2382.461	2392.876	7313	0	199
2024.04.17	09:00:00	2392.933	2394.287	2389.778	2392.123	6822	0	199
2024.04.17	10:00:00	2392.159	2393.851	2384.966	2386.602	6757	0	199
2024.04.17	11:00:00	2386.559	2390.336	2385.764	2387.294	5795	0	199
2024.04.17	12:00:00	2387.364	2387.989	2378.346	2383.237	10949	0	199
2024.04.17	13:00:00	2383.205	2395.207	2382.912	2393.316	15628	0	199
2024.04.17	14:00:00	2393.369	2395.586	2386.055	2390.460	14677	0	199
2024.04.17	15:00:00	2390.498	2393.600	2381.913	2382.173	14816	0	199
2024.04.17	16:00:00	2382.219	2384.448	2361.002	2372.353	22313	0	199
2024.04.17	17:00:00	2372.416	2375.975	2368.035	2372.174	13999	0	199
2024.04.17	18:00:00	2372.215	2379.070	2371.840	2374.387	8997	0	199
2024.04.17	19:00:00	2374.309	2375.095	2367.806	2372.657	7458	0	199
2024.04.17	20:00:00	2372.604	2373.302	2354.546	2360.888	5869	0	199
2024.04.17	22:00:00	2363.478	2367.493	2363.478	2365.090	2429	0	599
2024.04.17	23:00:00	2365.114	2368.143	2363.469	2367.838	3675	0	199
2024.04.18	00:00:00	2367.837	2370.067	2366.831	2369.741	4558	0	199
2024.04.18	01:00:00	2369.788	2371.996	2364.047	2367.246	7880	0	199
2024.04.18	02:00:00	2367.299	2374.911	2366.651	2373.137	5961	0	199
2024.04.18	03:00:00	2373.100	2375.337	2372.293	2374.755	4821	0	199
2024.04.18	04:00:00	2374.747	2376.565	2373.136	2375.078	3550	0	199
2024.04.18	05:00:00	2375.074	2377.137	2373.769	2376.750	5208	0	199
2024.04.18	06:00:00	2376.724	2380.873	2376.262	2380.579	6385	0	199
2024.04.18	07:00:00	2380.544	2381.047	2374.922	2377.808	6041	0	199
2024.04.18	08:00:00	2377.841	2380.756	2377.364	2379.946	5699	0	199
2024.04.18	09:00:00	2379.945	2380.808	2377.722	2379.572	4833	0	199
2024.04.18	10:00:00	2379.528	2384.022	2377.227	2382.952	5217	0	199
2024.04.18	11:00:00	2382.922	2385.352	2378.908	2380.917	6106	0	199
2024.04.18	12:00:00	2380.971	2387.535	2380.628	2385.361	12080	0	199
2024.04.18	13:00:00	2385.381	2392.799	2375.398	2379.639	24893	0	199
2024.04.18	14:00:00	2379.681	2384.997	2369.477	2379.887	19463	0	199
2024.04.18	15:00:00	2379.830	2385.489	2378.504	2384.106	10806	0	199
2024.04.18	16:00:00	2384.114	2388.746	2381.462	2387.886	8394	0	199
2024.04.18	17:00:00	2387.928	2389.329	2382.207	2384.749	7911	0	199
2024.04.18	18:00:00	2384.699	2384.787	2379.502	2381.616	5999	0	199
2024.04.18	19:00:00	2381.643	2385.133	2378.057	2380.230	5375	0	199
2024.04.18	20:00:00	2380.265	2380.464	2376.855	2377.450	2781	0	200
2024.04.18	22:00:00	2378.459	2380.389	2378.044	2379.040	1626	0	599
2024.04.18	23:00:00	2379.040	2381.471	2379.040	2380.004	2591	0	199
2024.04.19	00:00:00	2379.867	2379.867	2373.708	2379.416	5470	0	199
2024.04.19	01:00:00	2379.367	2417.905	2378.719	2409.408	34054	0	199
2024.04.19	02:00:00	2409.442	2414.819	2395.396	2400.384	25693	0	199
2024.04.19	03:00:00	2400.396	2402.516	2382.831	2391.347	25733	0	199
2024.04.19	04:00:00	2391.349	2391.426	2379.297	2383.526	11638	0	199
2024.04.19	05:00:00	2383.576	2384.405	2380.267	2381.360	9120	0	199
2024.04.19	06:00:00	2381.410	2391.880	2378.600	2389.969	11598	0	199
2024.04.19	07:00:00	2390.024	2393.878	2384.561	2385.426	9300	0	199
2024.04.19	08:00:00	2385.374	2386.299	2377.970	2384.260	10373	0	199
2024.04.19	09:00:00	2384.278	2386.127	2379.874	2381.036	7299	0	199
2024.04.19	10:00:00	2381.022	2383.136	2379.205	2381.054	6552	0	199
2024.04.19	11:00:00	2381.060	2381.294	2372.761	2376.819	10561	0	199
2024.04.19	12:00:00	2376.854	2384.514	2374.458	2381.470	10579	0	199
2024.04.19	13:00:00	2381.414	2386.813	2373.074	2378.574	16490	0	199
2024.04.19	14:00:00	2378.626	2392.018	2378.591	2391.065	16481	0	199
2024.04.19	15:00:00	2391.018	2396.008	2389.199	2394.753	11640	0	199
2024.04.19	16:00:00	2394.753	2399.688	2389.793	2399.618	8608	0	199
2024.04.19	17:00:00	2399.588	2401.970	2392.305	2393.649	8573	0	199
2024.04.19	18:00:00	2393.701	2398.148	2392.683	2398.148	5655	0	199
2024.04.19	19:00:00	2398.156	2398.270	2386.590	2387.607	6725	0	199
2024.04.19	20:00:00	2387.652	2391.251	2386.631	2390.677	3713	0	199
2024.04.21	22:00:00	2384.011	2388.596	2381.878	2383.830	4857	0	199
2024.04.21	23:00:00	2383.814	2387.822	2382.970	2386.483	4943	0	199
2024.04.22	00:00:00	2386.506	2386.506	2381.091	2382.131	5914	0	199
2024.04.22	01:00:00	2382.113	2384.234	2376.050	2378.025	9398	0	199
2024.04.22	02:00:00	2378.072	2378.113	2372.558	2372.717	5560	0	199
2024.04.22	03:00:00	2372.689	2372.689	2361.672	2369.325	10117	0	199
2024.04.22	04:00:00	2369.385	2372.902	2368.722	2369.678	5281	0	199
2024.04.22	05:00:00	2369.677	2370.499	2360.810	2365.492	9691	0	199
2024.04.22	06:00:00	2365.441	2367.018	2351.323	2355.879	11371	0	199
2024.04.22	07:00:00	2355.829	2361.113	2354.917	2360.983	8523	0	199
2024.04.22	08:00:00	2360.959	2363.052	2357.848	2359.512	6250	0	199
2024.04.22	09:00:00	2359.472	2363.644	2359.051	2361.185	5926	0	199
2024.04.22	10:00:00	2361.140	2361.435	2356.062	2357.639	5375	0	199
2024.04.22	11:00:00	2357.680	2357.680	2339.365	2342.055	11982	0	199
2024.04.22	12:00:00	2342.040	2350.382	2332.927	2336.810	14919	0	199
2024.04.22	13:00:00	2336.861	2343.738	2331.030	2338.468	22721	0	199
2024.04.22	14:00:00	2338.401	2343.860	2332.922	2341.215	13346	0	199
2024.04.22	15:00:00	2341.262	2341.851	2332.716	2334.797	9729	0	199
2024.04.22	16:00:00	2334.789	2336.455	2328.912	2329.846	7535	0	199
2024.04.22	17:00:00	2329.843	2334.862	2329.576	2330.006	6526	0	199
2024.04.22	18:00:00	2330.057	2330.987	2324.497	2327.592	5501	0	199
2024.04.22	19:00:00	2327.623	2331.670	2327.337	2329.332	4327	0	199
2024.04.22	20:00:00	2329.290	2330.178	2325.319	2326.498	2497	0	199
2024.04.22	22:00:00	2329.070	2331.320	2326.641	2330.253	2640	0	599
2024.04.22	23:00:00	2330.326	2333.929	2328.082	2333.737	4098	0	199
2024.04.23	00:00:00	2333.712	2333.830	2330.086	2332.589	4590	0	199
2024.04.23	01:00:00	2332.557	2334.377	2295.500	2298.946	23658	0	199
2024.04.23	02:00:00	2298.976	2314.265	2298.284	2301.871	16915	0	199
2024.04.23	03:00:00	2301.873	2307.237	2300.881	2302.608	8520	0	199
2024.04.23	04:00:00	2302.579	2308.201	2301.707	2305.489	5481	0	199
2024.04.23	05:00:00	2305.493	2314.746	2304.273	2308.229	8296	0	199
2024.04.23	06:00:00	2308.203	2309.988	2298.841	2301.983	10377	0	199
2024.04.23	07:00:00	2301.946	2311.255	2301.153	2309.052	8943	0	199
2024.04.23	08:00:00	2309.091	2309.766	2301.857	2303.296	7625	0	199
2024.04.23	09:00:00	2303.232	2303.444	2291.321	2295.671	10872	0	199
2024.04.23	10:00:00	2295.653	2306.191	2295.426	2303.205	6902	0	199
2024.04.23	11:00:00	2303.187	2303.279	2299.751	2302.135	6534	0	199
2024.04.23	12:00:00	2302.145	2313.588	2301.272	2311.713	10874	0	199
2024.04.23	13:00:00	2311.773	2330.688	2309.497	2329.651	22809	0	199
2024.04.23	14:00:00	2329.485	2332.162	2314.410	2320.387	23432	0	199
2024.04.23	15:00:00	2320.421	2324.503	2315.200	2323.196	11162	0	199
2024.04.23	16:00:00	2323.224	2331.162	2321.704	2330.229	8201	0	199
2024.04.23	17:00:00	2330.233	2331.351	2325.018	2326.313	7110	0	199
2024.04.23	18:00:00	2326.304	2329.761	2323.571	2324.253	5197	0	199
2024.04.23	19:00:00	2324.247	2325.112	2321.196	2322.307	4111	0	199
2024.04.23	20:00:00	2322.352	2323.274	2321.376	2321.929	2381	0	199
2024.04.23	22:00:00	2322.080	2322.914	2321.097	2321.683	1857	0	599
2024.04.23	23:00:00	2321.664	2324.336	2321.664	2323.210	2730	0	199
2024.04.24	00:00:00	2323.227	2323.598	2320.693	2320.852	3911	0	199
2024.04.24	01:00:00	2320.906	2323.175	2315.997	2318.217	7783	0	199
2024.04.24	02:00:00	2318.212	2322.140	2315.747	2321.639	6031	0	199
2024.04.24	03:00:00	2321.653	2328.149	2320.816	2327.841	5521	0	199
2024.04.24	04:00:00	2327.866	2330.072	2325.160	2326.636	4332	0	199
2024.04.24	05:00:00	2326.648	2329.888	2324.443	2328.821	5039	0	199
2024.04.24	06:00:00	2328.823	2331.318	2324.183	2326.855	6978	0	199
2024.04.24	07:00:00	2326.804	2326.804	2320.675	2320.701	6410	0	199
2024.04.24	08:00:00	2320.657	2321.910	2316.042	2319.178	5950	0	199
2024.04.24	09:00:00	2319.224	2319.318	2311.699	2315.002	7002	0	199
2024.04.24	10:00:00	2315.043	2318.502	2314.246	2316.771	4605	0	199
2024.04.24	11:00:00	2316.771	2316.979	2313.152	2316.167	4830	0	199
2024.04.24	12:00:00	2316.219	2323.493	2312.058	2323.154	11155	0	199
2024.04.24	13:00:00	2323.125	2326.053	2315.839	2321.244	17996	0	199
2024.04.24	14:00:00	2321.283	2330.410	2316.886	2329.662	12384	0	199
2024.04.24	15:00:00	2329.694	2337.290	2322.524	2322.593	12072	0	199
2024.04.24	16:00:00	2322.557	2326.390	2321.802	2325.159	7421	0	199
2024.04.24	17:00:00	2325.117	2330.477	2321.767	2324.391	7284	0	199
2024.04.24	18:00:00	2324.404	2324.668	2318.584	2320.492	5245	0	199
2024.04.24	19:00:00	2320.523	2322.462	2317.790	2319.074	4437	0	199
2024.04.24	20:00:00	2319.104	2319.647	2313.633	2315.786	3504	0	199
2024.04.24	22:00:00	2315.996	2318.372	2315.057	2317.790	1906	0	599
2024.04.24	23:00:00	2317.777	2318.277	2315.380	2316.219	3425	0	199
2024.04.25	00:00:00	2316.223	2319.425	2315.390	2319.111	3734	0	200
2024.04.25	01:00:00	2319.118	2320.667	2315.988	2319.155	5161	0	199
2024.04.25	02:00:00	2319.157	2322.041	2318.851	2319.855	4072	0	199
2024.04.25	03:00:00	2319.854	2320.690	2304.834	2313.177	8845	0	199
2024.04.25	04:00:00	2313.225	2315.890	2312.364	2315.320	3406	0	199
2024.04.25	05:00:00	2315.355	2320.796	2314.453	2319.484	5119	0	199
2024.04.25	06:00:00	2319.543	2323.585	2317.743	2322.640	6242	0	199
2024.04.25	07:00:00	2322.607	2326.111	2320.237	2325.621	5139	0	199
2024.04.25	08:00:00	2325.648	2328.851	2324.842	2326.869	5326	0	199
2024.04.25	09:00:00	2326.849	2327.569	2324.090	2324.879	4333	0	199
2024.04.25	10:00:00	2324.875	2328.700	2324.238	2328.076	4166	0	199
2024.04.25	11:00:00	2328.044	2330.619	2326.673	2328.506	4717	0	199
2024.04.25	12:00:00	2328.501	2334.768	2323.253	2330.717	16662	0	199
2024.04.25	13:00:00	2330.766	2331.204	2312.688	2318.974	28728	0	199
2024.04.25	14:00:00	2319.005	2344.872	2316.918	2333.793	24430	0	199
2024.04.25	15:00:00	2333.828	2336.677	2327.082	2330.474	13334	0	199
2024.04.25	16:00:00	2330.505	2332.439	2322.962	2328.737	7744	0	199
2024.04.25	17:00:00	2328.783	2332.210	2326.220	2332.200	6312	0	199
2024.04.25	18:00:00	2332.243	2335.028	2330.614	2332.953	5267	0	199
2024.04.25	19:00:00	2332.909	2336.414	2331.585	2332.887	4334	0	199
2024.04.25	20:00:00	2332.929	2333.739	2330.830	2331.927	2696	0	199
2024.04.25	22:00:00	2331.959	2333.157	2331.356	2332.461	1845	0	599
2024.04.25	23:00:00	2332.414	2332.617	2330.021	2330.620	2672	0	199
2024.04.26	00:00:00	2330.617	2331.404	2328.702	2329.817	2904	0	199
2024.04.26	01:00:00	2329.825	2333.230	2326.212	2332.083	5791	0	199
2024.04.26	02:00:00	2332.071	2336.196	2331.098	2333.837	4955	0	199
2024.04.26	03:00:00	2333.829	2334.905	2332.191	2334.634	4432	0	199
2024.04.26	04:00:00	2334.634	2338.355	2333.425	2335.880	3997	0	199
2024.04.26	05:00:00	2335.864	2338.558	2333.949	2337.800	4417	0	199
2024.04.26	06:00:00	2337.748	2343.153	2337.323	2341.030	6278	0	199
2024.04.26	07:00:00	2340.968	2347.319	2338.115	2345.504	6838	0	199
2024.04.26	08:00:00	2345.510	2350.404	2344.107	2347.032	9909	0	199
2024.04.26	09:00:00	2347.039	2352.555	2346.730	2349.316	5289	0	199
2024.04.26	10:00:00	2349.340	2350.338	2345.698	2348.135	4576	0	200
2024.04.26	11:00:00	2348.076	2348.628	2343.400	2344.905	4803	0	199
2024.04.26	12:00:00	2344.878	2351.594	2340.496	2344.669	12311	0	199
2024.04.26	13:00:00	2344.720	2350.359	2336.832	2341.374	16395	0	199
2024.04.26	14:00:00	2341.306	2345.253	2328.671	2333.552	15264	0	199
2024.04.26	15:00:00	2333.584	2337.684	2331.197	2336.631	10330	0	199
2024.04.26	16:00:00	2336.687	2338.951	2333.036	2333.603	6372	0	199
2024.04.26	17:00:00	2333.573	2340.322	2332.598	2338.450	5393	0	199
2024.04.26	18:00:00	2338.482	2341.409	2337.727	2340.851	4040	0	199
2024.04.26	19:00:00	2340.814	2340.891	2336.104	2339.895	4095	0	199
2024.04.26	20:00:00	2339.946	2340.112	2336.320	2337.792	3444	0	199
2024.04.28	22:00:00	2333.884	2336.096	2332.476	2334.733	3508	0	199
2024.04.28	23:00:00	2334.679	2336.825	2334.295	2335.987	2901	0	199
2024.04.29	00:00:00	2335.937	2336.331	2330.584	2332.062	3896	0	199
2024.04.29	01:00:00	2332.015	2332.015	2319.735	2330.989	12886	0	199
2024.04.29	02:00:00	2330.977	2331.531	2324.078	2324.282	5641	0	199
2024.04.29	03:00:00	2324.339	2329.461	2323.578	2328.433	4680	0	199
2024.04.29	04:00:00	2328.443	2333.196	2327.357	2332.563	10483	0	199
2024.04.29	05:00:00	2332.593	2336.502	2329.323	2330.552	6420	0	199
2024.04.29	06:00:00	2330.599	2333.524	2327.461	2329.196	6033	0	199
2024.04.29	07:00:00	2329.141	2337.905	2329.033	2337.317	9749	0	199
2024.04.29	08:00:00	2337.246	2341.280	2336.156	2338.086	5855	0	199
2024.04.29	09:00:00	2337.978	2344.345	2336.664	2343.164	5391	0	199
2024.04.29	10:00:00	2343.160	2344.154	2339.867	2341.174	4573	0	199
2024.04.29	11:00:00	2341.170	2342.898	2335.378	2337.059	4832	0	199
2024.04.29	12:00:00	2337.022	2337.570	2328.273	2331.869	7071	0	199
2024.04.29	13:00:00	2331.824	2336.509	2325.574	2333.919	12096	0	199
2024.04.29	14:00:00	2333.977	2339.504	2333.862	2337.767	10067	0	199
2024.04.29	15:00:00	2337.804	2338.951	2332.771	2337.783	7152	0	199
2024.04.29	16:00:00	2337.799	2346.718	2337.330	2342.916	10002	0	199
2024.04.29	17:00:00	2342.947	2346.639	2339.775	2342.134	6824	0	199
2024.04.29	18:00:00	2342.127	2343.832	2337.526	2341.199	5532	0	199
2024.04.29	19:00:00	2341.147	2341.170	2332.976	2335.628	7198	0	199
2024.04.29	20:00:00	2335.677	2337.110	2335.186	2335.198	2433	0	199
2024.04.29	22:00:00	2334.576	2336.139	2333.791	2334.755	1743	0	599
2024.04.29	23:00:00	2334.750	2334.961	2332.635	2333.173	2994	0	199
2024.04.30	00:00:00	2333.178	2334.789	2331.680	2333.913	4148	0	199
2024.04.30	01:00:00	2333.884	2336.113	2332.396	2333.973	5986	0	199
2024.04.30	02:00:00	2334.020	2334.434	2326.820	2331.301	5651	0	199
2024.04.30	03:00:00	2331.265	2331.649	2328.538	2329.190	4271	0	199
2024.04.30	04:00:00	2329.227	2329.492	2324.909	2326.442	3593	0	199
2024.04.30	05:00:00	2326.435	2327.009	2321.741	2322.961	5379	0	199
2024.04.30	06:00:00	2322.956	2323.564	2318.742	2322.372	6602	0	199
2024.04.30	07:00:00	2322.426	2322.634	2315.280	2317.527	5858	0	199
2024.04.30	08:00:00	2317.519	2318.458	2310.672	2312.870	5712	0	199
2024.04.30	09:00:00	2312.825	2317.423	2312.246	2314.776	5297	0	199
2024.04.30	10:00:00	2314.785	2317.961	2314.183	2315.479	4485	0	199
2024.04.30	11:00:00	2315.416	2315.560	2309.449	2312.702	5497	0	199
2024.04.30	12:00:00	2312.657	2313.363	2304.574	2306.056	12178	0	199
2024.04.30	13:00:00	2306.025	2313.282	2302.808	2307.479	14829	0	199
2024.04.30	14:00:00	2307.390	2310.640	2293.093	2293.347	18817	0	199
2024.04.30	15:00:00	2293.380	2300.502	2293.218	2295.834	11854	0	199
2024.04.30	16:00:00	2295.798	2299.308	2294.450	2294.705	7403	0	199
2024.04.30	17:00:00	2294.708	2297.201	2291.545	2295.913	7153	0	199
2024.04.30	18:00:00	2295.958	2297.498	2289.843	2290.128	5207	0	199
2024.04.30	19:00:00	2290.078	2294.855	2289.307	2290.788	5972	0	199
2024.04.30	20:00:00	2290.738	2293.467	2284.967	2285.328	5035	0	199
2024.04.30	22:00:00	2287.354	2291.656	2287.021	2291.095	2400	0	599
2024.04.30	23:00:00	2291.096	2293.278	2289.866	2291.244	3198	0	199
2024.05.01	00:00:00	2291.256	2292.869	2285.660	2286.906	4729	0	199
2024.05.01	01:00:00	2286.899	2289.493	2286.008	2287.946	4519	0	199
2024.05.01	02:00:00	2287.975	2288.653	2286.740	2287.985	3181	0	199
2024.05.01	03:00:00	2287.979	2288.366	2282.949	2284.047	3476	0	199
2024.05.01	04:00:00	2284.010	2285.498	2281.557	2283.239	3578	0	199
2024.05.01	05:00:00	2283.190	2288.427	2282.539	2287.477	3731	0	199
2024.05.01	06:00:00	2287.432	2289.744	2286.413	2286.867	4165	0	199
2024.05.01	07:00:00	2286.880	2287.963	2283.484	2285.785	4458	0	199
2024.05.01	08:00:00	2285.735	2286.818	2283.799	2286.189	4401	0	199
2024.05.01	09:00:00	2286.244	2293.105	2285.670	2291.895	5004	0	199
2024.05.01	10:00:00	2291.878	2294.339	2289.101	2293.117	4800	0	199
2024.05.01	11:00:00	2293.127	2297.093	2291.370	2294.535	4732	0	199
2024.05.01	12:00:00	2294.486	2300.028	2294.092	2298.189	9136	0	199
2024.05.01	13:00:00	2298.249	2303.460	2295.150	2303.043	10038	0	199
2024.05.01	14:00:00	2303.092	2310.411	2297.356	2304.382	16963	0	199
2024.05.01	15:00:00	2304.431	2310.459	2302.488	2307.259	9018	0	199
2024.05.01	16:00:00	2307.290	2307.353	2301.818	2303.719	6468	0	199
2024.05.01	17:00:00	2303.773	2304.954	2297.597	2299.826	6449	0	199
2024.05.01	18:00:00	2299.778	2328.284	2295.825	2325.242	34988	0	199
2024.05.01	19:00:00	2325.282	2327.862	2309.724	2309.724	17216	0	199
2024.05.01	20:00:00	2309.757	2320.564	2306.997	2317.703	10483	0	199
2024.05.01	22:00:00	2319.266	2322.998	2317.552	2320.638	2783	0	599
2024.05.01	23:00:00	2320.736	2324.833	2320.598	2323.809	3980	0	199
2024.05.02	00:00:00	2323.848	2325.995	2322.921	2324.455	4357	0	199
2024.05.02	01:00:00	2324.411	2326.492	2321.746	2324.117	4602	0	199
2024.05.02	02:00:00	2324.089	2325.591	2318.732	2320.193	4631	0	199
2024.05.02	03:00:00	2320.179	2320.753	2317.280	2319.492	4399	0	199
2024.05.02	04:00:00	2319.495	2320.985	2318.043	2318.188	3198	0	199
2024.05.02	05:00:00	2318.189	2318.471	2313.011	2314.911	4893	0	199
2024.05.02	06:00:00	2314.978	2319.046	2312.497	2313.672	6408	0	199
2024.05.02	07:00:00	2313.616	2315.053	2308.140	2309.262	6677	0	199
2024.05.02	08:00:00	2309.292	2311.047	2303.001	2304.035	6033	0	199
2024.05.02	09:00:00	2304.074	2305.381	2298.799	2301.799	5482	0	199
2024.05.02	10:00:00	2301.748	2301.853	2295.140	2299.227	6592	0	199
2024.05.02	11:00:00	2299.282	2302.922	2297.513	2299.009	5831	0	199
2024.05.02	12:00:00	2298.957	2304.466	2293.490	2294.462	10304	0	199
2024.05.02	13:00:00	2294.524	2295.759	2285.423	2291.589	16028	0	199
2024.05.02	14:00:00	2291.579	2304.880	2287.633	2303.936	16657	0	199
2024.05.02	15:00:00	2303.988	2306.887	2297.296	2299.939	11237	0	199
2024.05.02	16:00:00	2299.938	2303.795	2297.931	2299.657	6887	0	199
2024.05.02	17:00:00	2299.667	2308.525	2299.299	2308.023	6145	0	199
2024.05.02	18:00:00	2308.012	2309.475	2305.029	2307.989	4886	0	199
2024.05.02	19:00:00	2308.029	2308.029	2301.579	2302.920	4983	0	199
2024.05.02	20:00:00	2302.877	2304.135	2300.573	2303.937	3101	0	199
2024.05.02	22:00:00	2303.709	2305.496	2303.529	2303.606	1841	0	599
2024.05.02	23:00:00	2303.615	2304.548	2302.351	2304.247	2723	0	199
2024.05.03	00:00:00	2304.243	2304.811	2300.188	2303.906	3968	0	199
2024.05.03	01:00:00	2303.899	2306.388	2301.832	2302.574	4708	0	199
2024.05.03	02:00:00	2302.506	2303.048	2299.868	2301.103	4497	0	199
2024.05.03	03:00:00	2301.062	2302.425	2300.495	2302.403	3029	0	199
2024.05.03	04:00:00	2302.476	2308.018	2302.091	2307.368	3736	0	199
2024.05.03	05:00:00	2307.423	2308.781	2305.781	2306.144	3542	0	199
2024.05.03	06:00:00	2306.147	2306.445	2298.277	2298.473	5507	0	199
2024.05.03	07:00:00	2298.511	2301.408	2297.712	2299.215	5927	0	199
2024.05.03	08:00:00	2299.170	2302.632	2298.364	2301.296	5207	0	199
2024.05.03	09:00:00	2301.250	2303.184	2299.396	2301.431	4536	0	199
2024.05.03	10:00:00	2301.457	2301.733	2297.872	2299.089	4364	0	199
2024.05.03	11:00:00	2299.147	2299.841	2296.239	2298.280	4814	0	199
2024.05.03	12:00:00	2298.281	2320.712	2294.602	2304.772	20571	0	199
2024.05.03	13:00:00	2304.685	2308.914	2277.089	2290.328	31764	0	199
2024.05.03	14:00:00	2290.394	2302.743	2283.162	2291.122	28953	0	199
2024.05.03	15:00:00	2291.157	2298.966	2289.627	2293.728	11369	0	199
2024.05.03	16:00:00	2293.774	2300.234	2292.806	2299.186	7060	0	199
2024.05.03	17:00:00	2299.144	2303.090	2296.341	2302.030	5553	0	199
2024.05.03	18:00:00	2302.068	2302.898	2297.381	2299.278	4403	0	199
2024.05.03	19:00:00	2299.253	2301.493	2295.962	2301.365	4816	0	199
2024.05.03	20:00:00	2301.349	2303.414	2300.629	2301.626	3132	0	199
2024.05.05	22:00:00	2302.321	2303.288	2300.794	2301.786	2370	0	199
2024.05.05	23:00:00	2301.769	2302.934	2293.260	2293.968	4854	0	199
2024.05.06	00:00:00	2293.929	2297.969	2291.769	2295.970	5547	0	199
2024.05.06	01:00:00	2296.027	2309.113	2295.745	2308.277	13111	0	199
2024.05.06	02:00:00	2308.328	2315.394	2307.505	2311.173	7512	0	199
2024.05.06	03:00:00	2311.116	2311.966	2308.347	2309.322	4619	0	199
2024.05.06	04:00:00	2309.367	2311.806	2308.130	2309.187	3400	0	200
2024.05.06	05:00:00	2309.164	2313.950	2308.676	2313.438	6014	0	199
2024.05.06	06:00:00	2313.389	2314.788	2311.737	2314.141	5739	0	199
2024.05.06	07:00:00	2314.123	2324.142	2312.370	2322.646	6924	0	199
2024.05.06	08:00:00	2322.643	2323.082	2317.278	2318.307	5540	0	199
2024.05.06	09:00:00	2318.304	2322.031	2315.588	2321.112	5065	0	199
2024.05.06	10:00:00	2321.174	2322.069	2318.706	2319.274	4769	0	199
2024.05.06	11:00:00	2319.305	2322.427	2315.947	2318.193	4830	0	199
2024.05.06	12:00:00	2318.134	2330.285	2314.546	2323.290	10292	0	199
2024.05.06	13:00:00	2323.259	2332.092	2321.602	2327.858	14766	0	199
2024.05.06	14:00:00	2327.902	2330.561	2318.950	2321.064	12447	0	199
2024.05.06	15:00:00	2320.999	2325.493	2319.467	2324.777	6258	0	199
2024.05.06	16:00:00	2324.731	2327.462	2317.607	2325.569	9268	0	199
2024.05.06	17:00:00	2325.586	2326.133	2320.960	2324.614	6132	0	199
2024.05.06	18:00:00	2324.655	2326.533	2324.293	2326.245	3930	0	199
2024.05.06	19:00:00	2326.300	2327.174	2323.525	2325.030	4017	0	199
2024.05.06	20:00:00	2324.991	2328.821	2323.577	2323.942	3571	0	199
2024.05.06	22:00:00	2324.803	2326.683	2324.189	2326.536	2006	0	599
2024.05.06	23:00:00	2326.482	2326.897	2322.185	2325.943	3160	0	199
2024.05.07	00:00:00	2325.950	2329.481	2325.482	2329.200	4415	0	199
2024.05.07	01:00:00	2329.231	2329.926	2322.426	2322.766	6726	0	199
2024.05.07	02:00:00	2322.792	2324.338	2319.603	2321.578	5416	0	199
2024.05.07	03:00:00	2321.551	2325.090	2321.164	2324.857	3939	0	199
2024.05.07	04:00:00	2324.879	2325.077	2321.305	2322.638	4050	0	199
2024.05.07	05:00:00	2322.642	2323.268	2320.262	2321.500	4779	0	199
2024.05.07	06:00:00	2321.499	2321.499	2318.330	2320.389	5018	0	199
2024.05.07	07:00:00	2320.435	2322.000	2317.682	2319.252	5204	0	199
2024.05.07	08:00:00	2319.228	2319.841	2311.641	2315.675	5626	0	199
2024.05.07	09:00:00	2315.629	2317.213	2312.670	2313.741	4773	0	199
2024.05.07	10:00:00	2313.702	2315.912	2312.165	2315.312	4495	0	199
2024.05.07	11:00:00	2315.352	2316.524	2312.079	2312.348	4574	0	199
2024.05.07	12:00:00	2312.333	2317.352	2309.895	2315.990	7605	0	199
2024.05.07	13:00:00	2315.956	2323.705	2315.288	2318.536	11082	0	199
2024.05.07	14:00:00	2318.538	2322.382	2312.280	2314.177	8015	0	199
2024.05.07	15:00:00	2314.215	2319.104	2312.742	2314.704	7700	0	199
2024.05.07	16:00:00	2314.755	2316.114	2312.395	2312.507	4898	0	199
2024.05.07	17:00:00	2312.557	2317.463	2311.034	2314.147	4954	0	199
2024.05.07	18:00:00	2314.116	2315.321	2312.930	2314.415	3937	0	199
2024.05.07	19:00:00	2314.456	2315.551	2311.793	2314.618	3947	0	199
2024.05.07	20:00:00	2314.634	2315.511	2312.723	2314.015	2423	0	199
2024.05.07	22:00:00	2314.110	2316.512	2313.866	2314.391	1643	0	599
2024.05.07	23:00:00	2314.392	2316.318	2314.177	2315.211	1939	0	199
2024.05.08	00:00:00	2315.254	2316.275	2313.746	2314.194	3966	0	199
