<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.10.29	17:00:00	2769.343	2772.600	2766.273	2769.778	9329	0	159
2024.10.29	18:00:00	2769.808	2773.518	2768.207	2772.925	5983	0	159
2024.10.29	19:00:00	2772.919	2774.739	2771.000	2772.196	4948	0	159
2024.10.29	20:00:00	2772.165	2774.752	2771.822	2774.346	3040	0	159
2024.10.29	22:00:00	2773.558	2775.397	2772.948	2774.554	2235	0	160
2024.10.29	23:00:00	2774.561	2775.114	2773.367	2774.915	2748	0	159
2024.10.30	00:00:00	2774.943	2779.163	2774.778	2778.091	5005	0	160
2024.10.30	01:00:00	2778.145	2782.150	2776.956	2781.673	8677	0	159
2024.10.30	02:00:00	2781.707	2781.872	2776.028	2780.417	7267	0	159
2024.10.30	03:00:00	2780.462	2781.258	2777.187	2778.924	6047	0	159
2024.10.30	04:00:00	2778.930	2781.007	2777.394	2780.161	3666	0	159
2024.10.30	05:00:00	2780.123	2784.975	2777.941	2783.120	6074	0	159
2024.10.30	06:00:00	2783.124	2789.821	2781.228	2787.049	7816	0	159
2024.10.30	07:00:00	2787.087	2788.103	2780.447	2782.257	6939	0	159
2024.10.30	08:00:00	2782.214	2784.587	2779.534	2781.982	7308	0	159
2024.10.30	09:00:00	2781.836	2784.629	2780.275	2784.557	5611	0	159
2024.10.30	10:00:00	2784.560	2786.527	2780.110	2780.196	5550	0	159
2024.10.30	11:00:00	2780.160	2782.055	2778.213	2778.580	6397	0	159
2024.10.30	12:00:00	2778.556	2783.441	2773.618	2782.443	11701	0	159
2024.10.30	13:00:00	2782.551	2787.509	2770.830	2777.436	23336	0	159
2024.10.30	14:00:00	2777.455	2781.721	2775.108	2780.268	17755	0	159
2024.10.30	15:00:00	2780.311	2785.936	2771.956	2784.634	13171	0	159
2024.10.30	16:00:00	2784.675	2787.487	2783.000	2785.404	8015	0	159
2024.10.30	17:00:00	2785.347	2789.575	2783.887	2788.611	6866	0	159
2024.10.30	18:00:00	2788.575	2790.075	2787.265	2787.763	5078	0	159
2024.10.30	19:00:00	2787.801	2788.139	2784.470	2787.285	5168	0	159
2024.10.30	20:00:00	2787.333	2788.038	2784.777	2786.412	3537	0	159
2024.10.30	22:00:00	2787.459	2788.075	2786.207	2787.490	2657	0	160
2024.10.30	23:00:00	2787.460	2788.090	2785.215	2785.490	2500	0	159
2024.10.31	00:00:00	2785.489	2788.265	2784.637	2787.535	3771	0	159
2024.10.31	01:00:00	2787.572	2790.091	2783.554	2784.639	7060	0	159
2024.10.31	02:00:00	2784.655	2789.007	2784.352	2787.108	6197	0	159
2024.10.31	03:00:00	2787.076	2788.459	2784.321	2784.647	4448	0	159
2024.10.31	04:00:00	2784.685	2785.400	2782.088	2784.456	4404	0	159
2024.10.31	05:00:00	2784.427	2786.563	2782.618	2785.082	6706	0	159
2024.10.31	06:00:00	2785.086	2786.006	2779.688	2779.863	7453	0	159
2024.10.31	07:00:00	2779.819	2784.051	2778.029	2782.060	6961	0	159
2024.10.31	08:00:00	2782.020	2783.129	2776.893	2779.097	6693	0	159
2024.10.31	09:00:00	2779.056	2780.181	2776.972	2778.245	5860	0	159
2024.10.31	10:00:00	2778.213	2781.148	2773.305	2780.817	7135	0	159
2024.10.31	11:00:00	2780.865	2782.666	2776.696	2779.413	6636	0	159
2024.10.31	12:00:00	2779.414	2781.941	2771.911	2773.711	11735	0	159
2024.10.31	13:00:00	2773.611	2773.962	2754.480	2755.386	24421	0	159
2024.10.31	14:00:00	2755.348	2756.924	2734.598	2734.775	27609	0	159
2024.10.31	15:00:00	2734.749	2740.999	2731.515	2740.576	18071	0	159
2024.10.31	16:00:00	2740.617	2743.687	2738.004	2740.737	10548	0	159
2024.10.31	17:00:00	2740.762	2743.815	2738.206	2739.573	7318	0	159
2024.10.31	18:00:00	2739.568	2748.010	2739.568	2746.918	8537	0	159
2024.10.31	19:00:00	2746.968	2749.747	2745.705	2746.407	6475	0	159
2024.10.31	20:00:00	2746.461	2748.168	2743.269	2743.890	4027	0	159
2024.10.31	22:00:00	2743.946	2747.658	2743.907	2746.157	2502	0	159
2024.10.31	23:00:00	2746.174	2747.902	2745.411	2746.691	3093	0	159
2024.11.01	00:00:00	2746.672	2747.341	2744.815	2745.045	4239	0	159
2024.11.01	01:00:00	2745.045	2750.008	2744.822	2749.637	9252	0	159
2024.11.01	02:00:00	2749.605	2750.956	2745.756	2748.677	7887	0	159
2024.11.01	03:00:00	2748.708	2751.878	2747.426	2751.770	5856	0	159
2024.11.01	04:00:00	2751.728	2752.962	2750.678	2752.209	3433	0	159
2024.11.01	05:00:00	2752.247	2755.190	2751.607	2754.988	5637	0	159
2024.11.01	06:00:00	2754.959	2757.649	2751.250	2752.054	7858	0	159
2024.11.01	07:00:00	2752.050	2753.113	2747.039	2749.627	5930	0	160
2024.11.01	08:00:00	2749.586	2755.088	2748.518	2753.354	7413	0	159
2024.11.01	09:00:00	2753.388	2755.480	2748.049	2751.311	6794	0	159
2024.11.01	10:00:00	2751.346	2751.877	2744.818	2749.590	6447	0	159
2024.11.01	11:00:00	2749.630	2754.115	2749.567	2752.873	6515	0	159
2024.11.01	12:00:00	2752.894	2759.875	2749.489	2753.799	17371	0	159
2024.11.01	13:00:00	2753.834	2762.250	2752.110	2755.991	19630	0	159
2024.11.01	14:00:00	2756.205	2758.888	2739.654	2747.153	24953	0	159
2024.11.01	15:00:00	2747.179	2750.261	2742.526	2744.720	12763	0	159
2024.11.01	16:00:00	2744.706	2746.199	2740.402	2743.128	9444	0	159
2024.11.01	17:00:00	2743.161	2743.950	2735.003	2736.305	8535	0	159
2024.11.01	18:00:00	2736.296	2738.047	2733.427	2736.204	6945	0	159
2024.11.01	19:00:00	2736.180	2737.022	2733.113	2734.121	6095	0	159
2024.11.01	20:00:00	2734.077	2736.869	2733.267	2736.690	3639	0	159
2024.11.03	23:00:00	2732.846	2740.334	2732.581	2738.352	5461	0	159
2024.11.04	00:00:00	2738.379	2741.016	2736.990	2740.398	4999	0	159
2024.11.04	01:00:00	2740.361	2741.398	2735.343	2739.913	9842	0	159
2024.11.04	02:00:00	2739.902	2740.973	2736.966	2739.966	6512	0	159
2024.11.04	03:00:00	2739.969	2742.401	2739.340	2740.989	5545	0	159
2024.11.04	04:00:00	2740.952	2742.255	2739.683	2740.976	3742	0	159
2024.11.04	05:00:00	2740.969	2743.732	2737.641	2741.516	6242	0	159
2024.11.04	06:00:00	2741.515	2741.594	2735.728	2741.383	6845	0	159
2024.11.04	07:00:00	2741.422	2744.781	2735.060	2735.837	6725	0	159
2024.11.04	08:00:00	2735.806	2738.429	2731.807	2733.334	7987	0	159
2024.11.04	09:00:00	2733.307	2744.093	2732.515	2743.239	8194	0	159
2024.11.04	10:00:00	2743.280	2745.304	2737.181	2738.627	6757	0	159
2024.11.04	11:00:00	2738.608	2741.011	2736.351	2740.612	6149	0	159
2024.11.04	12:00:00	2740.543	2744.021	2739.443	2743.417	6442	0	159
2024.11.04	13:00:00	2743.349	2746.763	2738.726	2746.691	11676	0	159
2024.11.04	14:00:00	2746.721	2748.157	2737.833	2743.330	12802	0	159
2024.11.04	15:00:00	2743.330	2745.556	2737.670	2738.519	14005	0	159
2024.11.04	16:00:00	2738.477	2739.016	2732.295	2734.109	9895	0	159
2024.11.04	17:00:00	2734.145	2738.473	2731.720	2738.362	7443	0	159
2024.11.04	18:00:00	2738.396	2739.295	2735.608	2738.214	6504	0	159
2024.11.04	19:00:00	2738.254	2739.706	2737.188	2738.298	4910	0	159
2024.11.04	20:00:00	2738.245	2738.571	2736.346	2737.363	4695	0	159
2024.11.04	21:00:00	2737.373	2737.597	2736.054	2736.492	1970	0	159
2024.11.04	23:00:00	2737.663	2737.864	2736.006	2736.006	2310	0	159
2024.11.05	00:00:00	2736.046	2736.677	2734.045	2735.092	3609	0	160
2024.11.05	01:00:00	2735.056	2736.138	2732.917	2734.215	6952	0	159
2024.11.05	02:00:00	2734.195	2735.334	2724.694	2728.384	9977	0	159
2024.11.05	03:00:00	2728.351	2736.004	2727.673	2735.288	6730	0	159
2024.11.05	04:00:00	2735.240	2736.359	2733.099	2734.417	4766	0	159
2024.11.05	05:00:00	2734.365	2737.291	2731.845	2732.584	5698	0	159
2024.11.05	06:00:00	2732.590	2738.790	2731.705	2737.772	7034	0	159
2024.11.05	07:00:00	2737.736	2741.352	2735.146	2736.532	5606	0	159
2024.11.05	08:00:00	2736.492	2743.233	2732.090	2742.447	7719	0	159
2024.11.05	09:00:00	2742.487	2745.043	2738.856	2739.873	6516	0	159
2024.11.05	10:00:00	2739.839	2740.195	2735.595	2737.921	6358	0	159
2024.11.05	11:00:00	2737.952	2743.019	2737.952	2741.600	6398	0	159
2024.11.05	12:00:00	2741.697	2743.132	2737.509	2737.962	5689	0	159
2024.11.05	13:00:00	2737.996	2746.759	2736.274	2744.671	10123	0	159
2024.11.05	14:00:00	2744.590	2749.917	2741.437	2746.736	11952	0	159
2024.11.05	15:00:00	2746.728	2746.728	2732.921	2741.957	15716	0	159
2024.11.05	16:00:00	2742.001	2744.579	2736.329	2738.983	8876	0	159
2024.11.05	17:00:00	2739.014	2743.645	2738.181	2741.987	6312	0	159
2024.11.05	18:00:00	2741.974	2743.956	2739.358	2741.265	6297	0	159
2024.11.05	19:00:00	2741.232	2742.283	2739.479	2740.513	4899	0	159
2024.11.05	20:00:00	2740.549	2743.483	2739.619	2743.007	4580	0	159
2024.11.05	21:00:00	2743.026	2744.954	2742.539	2743.836	2335	0	159
2024.11.05	23:00:00	2742.570	2746.426	2742.447	2745.702	3356	0	159
2024.11.06	00:00:00	2745.684	2745.684	2735.273	2737.969	9919	0	159
2024.11.06	01:00:00	2738.006	2749.681	2732.609	2747.072	17395	0	159
2024.11.06	02:00:00	2747.045	2748.413	2736.778	2737.485	17846	0	159
2024.11.06	03:00:00	2737.518	2743.536	2730.639	2734.082	17490	0	159
2024.11.06	04:00:00	2734.119	2743.083	2733.156	2741.759	10332	0	159
2024.11.06	05:00:00	2741.852	2743.708	2736.387	2739.030	12323	0	159
2024.11.06	06:00:00	2739.006	2739.321	2701.319	2707.088	34023	0	159
2024.11.06	07:00:00	2707.065	2733.170	2704.114	2725.870	21723	0	159
2024.11.06	08:00:00	2725.823	2733.824	2722.721	2724.506	16057	0	159
2024.11.06	09:00:00	2724.473	2728.552	2716.418	2724.559	12518	0	159
2024.11.06	10:00:00	2724.535	2727.147	2718.657	2720.219	9177	0	159
2024.11.06	11:00:00	2720.262	2722.756	2696.018	2699.152	16727	0	159
2024.11.06	12:00:00	2699.109	2708.066	2693.246	2695.129	19519	0	159
2024.11.06	13:00:00	2695.141	2695.141	2659.063	2664.124	43103	0	159
2024.11.06	14:00:00	2664.092	2670.442	2652.335	2659.744	33693	0	159
2024.11.06	15:00:00	2659.834	2675.932	2657.383	2675.715	25664	0	159
2024.11.06	16:00:00	2675.752	2678.273	2662.863	2666.246	15376	0	159
2024.11.06	17:00:00	2666.249	2669.218	2661.574	2663.229	9950	0	159
2024.11.06	18:00:00	2663.258	2669.559	2662.805	2665.607	10101	0	159
2024.11.06	19:00:00	2665.647	2668.505	2664.917	2667.091	7453	0	159
2024.11.06	20:00:00	2667.055	2667.744	2659.290	2660.676	6466	0	159
2024.11.06	21:00:00	2660.634	2662.343	2658.958	2658.980	2850	0	159
2024.11.06	23:00:00	2660.167	2664.343	2659.911	2664.048	3683	0	159
2024.11.07	00:00:00	2664.035	2664.261	2660.905	2661.512	4885	0	159
2024.11.07	01:00:00	2661.483	2663.948	2643.208	2649.454	18579	0	159
2024.11.07	02:00:00	2649.437	2657.585	2649.437	2657.417	10597	0	159
2024.11.07	03:00:00	2657.460	2661.242	2655.559	2659.176	7871	0	159
2024.11.07	04:00:00	2659.199	2659.678	2654.112	2654.555	5566	0	159
2024.11.07	05:00:00	2654.608	2660.700	2654.608	2659.200	6753	0	159
2024.11.07	06:00:00	2659.175	2659.526	2652.793	2657.015	8940	0	159
2024.11.07	07:00:00	2656.976	2667.596	2656.168	2663.309	9812	0	159
2024.11.07	08:00:00	2663.349	2666.662	2657.423	2657.638	9023	0	159
2024.11.07	09:00:00	2657.606	2666.018	2657.432	2661.676	7555	0	159
2024.11.07	10:00:00	2661.636	2668.422	2659.792	2666.600	7492	0	159
2024.11.07	11:00:00	2666.552	2668.105	2663.835	2666.147	6339	0	159
2024.11.07	12:00:00	2666.266	2674.130	2664.276	2673.591	9350	0	159
2024.11.07	13:00:00	2673.641	2685.119	2672.352	2684.486	19222	0	159
2024.11.07	14:00:00	2684.527	2694.980	2682.348	2691.830	17591	0	159
2024.11.07	15:00:00	2691.800	2700.185	2690.028	2698.698	15656	0	159
2024.11.07	16:00:00	2698.687	2699.517	2690.604	2695.717	13596	0	159
2024.11.07	17:00:00	2695.756	2700.279	2694.224	2699.327	7894	0	159
2024.11.07	18:00:00	2699.278	2699.421	2693.937	2695.512	6843	0	159
2024.11.07	19:00:00	2695.647	2698.053	2687.424	2694.266	24057	0	159
2024.11.07	20:00:00	2694.308	2710.360	2692.818	2704.430	14577	0	159
2024.11.07	21:00:00	2704.402	2708.569	2703.627	2707.146	4019	0	159
2024.11.07	23:00:00	2704.674	2708.008	2704.108	2706.866	3523	0	159
2024.11.08	00:00:00	2706.870	2710.418	2705.584	2706.289	4763	0	159
2024.11.08	01:00:00	2706.338	2707.590	2699.041	2699.913	11496	0	159
2024.11.08	02:00:00	2699.868	2701.059	2695.096	2697.554	8827	0	159
2024.11.08	03:00:00	2697.516	2700.573	2694.034	2695.113	6517	0	159
2024.11.08	04:00:00	2695.101	2696.109	2693.237	2693.582	4980	0	159
2024.11.08	05:00:00	2693.587	2696.362	2693.580	2695.200	5874	0	159
2024.11.08	06:00:00	2695.183	2695.747	2685.963	2686.440	9603	0	159
2024.11.08	07:00:00	2686.408	2687.843	2680.286	2687.362	8371	0	159
2024.11.08	08:00:00	2687.396	2691.839	2681.906	2688.695	14344	0	159
2024.11.08	09:00:00	2688.660	2690.993	2687.052	2689.228	8235	0	159
2024.11.08	10:00:00	2689.310	2689.310	2681.983	2688.539	7631	0	159
2024.11.08	11:00:00	2688.577	2694.977	2686.693	2691.912	7131	0	159
2024.11.08	12:00:00	2691.937	2693.148	2686.171	2691.909	7897	0	159
2024.11.08	13:00:00	2691.880	2701.083	2687.839	2697.554	16246	0	159
2024.11.08	14:00:00	2697.598	2704.061	2687.750	2691.502	18714	0	159
2024.11.08	15:00:00	2691.495	2692.846	2683.379	2687.552	17535	0	159
2024.11.08	16:00:00	2687.513	2689.283	2682.813	2683.346	10892	0	159
2024.11.08	17:00:00	2683.385	2688.643	2683.385	2687.831	8537	0	159
2024.11.08	18:00:00	2687.833	2688.823	2683.847	2684.905	7152	0	159
2024.11.08	19:00:00	2684.938	2687.486	2683.240	2687.057	5554	0	159
2024.11.08	20:00:00	2687.023	2688.549	2684.948	2685.140	5553	0	159
2024.11.08	21:00:00	2685.098	2685.787	2682.983	2684.758	5218	0	159
2024.11.10	23:00:00	2683.161	2685.654	2681.526	2685.605	3703	0	159
2024.11.11	00:00:00	2685.638	2686.141	2682.617	2683.987	4225	0	159
2024.11.11	01:00:00	2683.961	2684.863	2671.830	2673.036	13538	0	159
2024.11.11	02:00:00	2673.065	2675.199	2666.444	2671.937	9495	0	159
2024.11.11	03:00:00	2671.896	2671.946	2667.985	2670.269	5622	0	159
2024.11.11	04:00:00	2670.272	2672.367	2668.826	2672.158	5167	0	159
2024.11.11	05:00:00	2672.158	2674.285	2666.896	2669.227	7242	0	159
2024.11.11	06:00:00	2669.240	2674.063	2668.373	2673.197	6528	0	159
2024.11.11	07:00:00	2673.229	2674.082	2668.828	2669.561	7346	0	159
2024.11.11	08:00:00	2669.516	2671.713	2667.549	2669.558	8042	0	159
2024.11.11	09:00:00	2669.523	2670.819	2663.834	2666.829	8602	0	159
2024.11.11	10:00:00	2666.790	2675.377	2660.881	2661.984	8943	0	159
2024.11.11	11:00:00	2661.944	2666.994	2658.992	2662.647	9227	0	159
2024.11.11	12:00:00	2662.672	2663.232	2656.676	2657.321	8695	0	159
2024.11.11	13:00:00	2657.282	2657.570	2634.253	2635.561	23114	0	159
2024.11.11	14:00:00	2635.594	2635.729	2617.686	2622.458	27256	0	159
2024.11.11	15:00:00	2622.483	2626.301	2613.358	2614.565	16221	0	159
2024.11.11	16:00:00	2614.558	2618.135	2612.587	2615.243	11064	0	159
2024.11.11	17:00:00	2615.219	2616.927	2611.407	2612.601	7941	0	159
2024.11.11	18:00:00	2612.564	2619.402	2610.530	2618.900	6585	0	159
2024.11.11	19:00:00	2618.938	2620.672	2617.792	2619.266	5256	0	159
2024.11.11	20:00:00	2619.291	2626.204	2619.233	2622.008	5244	0	159
2024.11.11	21:00:00	2621.974	2623.136	2619.276	2619.613	2848	0	159
2024.11.11	23:00:00	2620.155	2624.124	2619.767	2624.038	2801	0	160
2024.11.12	00:00:00	2624.032	2625.253	2622.195	2624.045	4444	0	159
2024.11.12	01:00:00	2624.088	2627.190	2619.119	2624.076	10400	0	159
2024.11.12	02:00:00	2624.038	2625.465	2620.405	2622.067	8105	0	159
2024.11.12	03:00:00	2622.048	2623.789	2618.717	2618.924	5490	0	159
2024.11.12	04:00:00	2618.875	2619.099	2615.558	2617.694	5644	0	159
2024.11.12	05:00:00	2617.740	2618.166	2605.341	2606.860	11549	0	159
2024.11.12	06:00:00	2606.823	2610.127	2603.403	2607.929	11895	0	159
2024.11.12	07:00:00	2607.886	2609.001	2595.170	2598.309	14089	0	159
2024.11.12	08:00:00	2598.265	2606.511	2598.119	2600.637	12017	0	159
2024.11.12	09:00:00	2600.567	2600.788	2590.758	2593.303	11917	0	159
2024.11.12	10:00:00	2593.272	2598.622	2589.633	2596.642	10160	0	159
2024.11.12	11:00:00	2596.605	2599.214	2592.672	2597.845	11531	0	159
2024.11.12	12:00:00	2597.820	2607.099	2597.820	2605.204	15170	0	159
2024.11.12	13:00:00	2605.233	2616.419	2604.400	2611.527	18503	0	159
2024.11.12	14:00:00	2611.566	2617.068	2608.839	2610.429	17823	0	159
2024.11.12	15:00:00	2610.367	2611.788	2597.387	2598.437	16786	0	159
2024.11.12	16:00:00	2598.479	2604.206	2597.807	2600.819	12973	0	159
2024.11.12	17:00:00	2600.799	2601.135	2592.430	2597.431	10092	0	159
2024.11.12	18:00:00	2597.475	2602.125	2596.447	2599.183	8050	0	159
2024.11.12	19:00:00	2599.217	2601.396	2597.927	2598.166	5773	0	159
2024.11.12	20:00:00	2598.132	2601.390	2595.112	2599.785	6039	0	159
2024.11.12	21:00:00	2599.821	2600.758	2597.198	2598.476	3433	0	160
2024.11.12	23:00:00	2598.073	2599.799	2597.655	2598.952	2314	0	160
2024.11.13	00:00:00	2599.010	2599.939	2598.002	2599.348	3511	0	159
2024.11.13	01:00:00	2599.389	2611.230	2599.389	2608.066	11026	0	159
2024.11.13	02:00:00	2608.106	2612.583	2605.154	2612.085	7661	0	159
2024.11.13	03:00:00	2612.055	2613.333	2606.419	2611.579	6607	0	159
2024.11.13	04:00:00	2611.535	2612.405	2606.044	2606.219	5345	0	159
2024.11.13	05:00:00	2606.279	2607.948	2603.490	2605.794	6602	0	159
2024.11.13	06:00:00	2605.768	2607.461	2604.181	2605.434	6961	0	159
2024.11.13	07:00:00	2605.394	2607.449	2604.254	2606.208	6208	0	160
2024.11.13	08:00:00	2606.245	2610.707	2601.031	2607.661	9682	0	159
2024.11.13	09:00:00	2607.622	2611.640	2607.273	2608.666	7405	0	159
2024.11.13	10:00:00	2608.623	2610.410	2606.955	2609.050	6049	0	159
2024.11.13	11:00:00	2608.983	2611.659	2605.780	2610.783	6039	0	159
2024.11.13	12:00:00	2610.844	2612.742	2608.854	2609.692	7067	0	159
2024.11.13	13:00:00	2609.726	2618.841	2607.146	2612.319	22319	0	159
2024.11.13	14:00:00	2612.223	2616.362	2601.027	2602.031	22555	0	159
2024.11.13	15:00:00	2602.007	2606.891	2593.571	2605.341	22744	0	159
2024.11.13	16:00:00	2605.300	2605.975	2584.715	2585.736	17151	0	159
2024.11.13	17:00:00	2585.831	2586.803	2577.507	2583.409	14190	0	159
2024.11.13	18:00:00	2583.364	2585.504	2579.513	2582.697	10273	0	159
2024.11.13	19:00:00	2582.659	2584.916	2580.548	2581.004	6792	0	159
2024.11.13	20:00:00	2580.971	2581.183	2572.926	2573.830	7976	0	159
2024.11.13	21:00:00	2573.783	2577.085	2572.589	2573.064	3689	0	159
2024.11.13	23:00:00	2571.948	2581.410	2569.214	2570.989	9195	0	159
2024.11.14	00:00:00	2571.012	2574.775	2569.612	2572.457	5053	0	159
2024.11.14	01:00:00	2572.458	2572.975	2561.548	2562.570	13840	0	159
2024.11.14	02:00:00	2562.533	2564.583	2558.875	2560.596	9063	0	159
2024.11.14	03:00:00	2560.565	2565.092	2559.877	2560.708	6237	0	159
2024.11.14	04:00:00	2560.718	2565.256	2559.240	2565.130	5209	0	159
2024.11.14	05:00:00	2565.134	2565.134	2555.280	2558.575	8365	0	159
2024.11.14	06:00:00	2558.543	2560.491	2551.893	2554.996	9258	0	159
2024.11.14	07:00:00	2555.037	2558.947	2550.361	2557.014	10255	0	159
2024.11.14	08:00:00	2556.972	2559.783	2554.499	2556.154	9319	0	159
2024.11.14	09:00:00	2556.108	2558.352	2536.747	2543.514	15173	0	159
2024.11.14	10:00:00	2543.568	2548.024	2539.029	2547.016	10508	0	159
2024.11.14	11:00:00	2547.055	2555.044	2545.124	2553.579	11083	0	159
2024.11.14	12:00:00	2553.621	2556.901	2550.070	2552.212	10615	0	159
2024.11.14	13:00:00	2552.174	2560.315	2551.191	2557.003	20818	0	159
2024.11.14	14:00:00	2556.977	2565.948	2554.191	2559.733	21268	0	159
2024.11.14	15:00:00	2559.690	2572.956	2558.513	2570.203	18581	0	159
2024.11.14	16:00:00	2570.242	2577.432	2569.192	2573.914	11113	0	159
2024.11.14	17:00:00	2573.959	2575.888	2567.393	2572.953	9834	0	159
2024.11.14	18:00:00	2572.992	2573.442	2567.086	2569.897	7958	0	159
2024.11.14	19:00:00	2569.857	2576.959	2569.833	2575.970	6357	0	159
2024.11.14	20:00:00	2575.981	2576.527	2563.866	2567.245	16017	0	159
2024.11.14	21:00:00	2567.280	2569.557	2564.139	2565.310	4699	0	159
2024.11.14	23:00:00	2564.927	2567.299	2564.898	2566.899	2817	0	159
2024.11.15	00:00:00	2566.888	2567.681	2565.842	2566.879	4304	0	159
2024.11.15	01:00:00	2566.877	2571.709	2563.027	2565.034	8763	0	159
2024.11.15	02:00:00	2565.002	2571.066	2564.845	2570.127	7195	0	159
2024.11.15	03:00:00	2570.096	2571.148	2567.608	2567.756	5163	0	159
2024.11.15	04:00:00	2567.719	2569.538	2566.998	2567.027	3520	0	159
2024.11.15	05:00:00	2567.075	2567.241	2559.760	2559.989	6313	0	159
2024.11.15	06:00:00	2559.953	2563.556	2554.392	2561.478	9281	0	159
2024.11.15	07:00:00	2561.434	2564.914	2559.283	2563.734	7153	0	159
2024.11.15	08:00:00	2563.692	2569.007	2560.821	2566.776	9083	0	159
2024.11.15	09:00:00	2566.732	2568.980	2563.910	2563.996	7694	0	159
2024.11.15	10:00:00	2563.965	2570.433	2562.953	2567.852	8711	0	159
2024.11.15	11:00:00	2567.828	2573.393	2566.606	2570.777	8006	0	159
2024.11.15	12:00:00	2570.800	2571.090	2565.420	2569.086	7992	0	159
2024.11.15	13:00:00	2569.130	2575.745	2561.218	2565.308	24005	0	159
2024.11.15	14:00:00	2565.279	2575.649	2564.187	2572.764	22684	0	159
2024.11.15	15:00:00	2572.828	2576.067	2564.981	2570.733	18091	0	159
2024.11.15	16:00:00	2570.742	2573.291	2561.994	2562.177	12504	0	159
2024.11.15	17:00:00	2562.160	2564.757	2560.089	2562.944	9504	0	159
2024.11.15	18:00:00	2562.991	2567.812	2559.401	2567.453	7822	0	159
2024.11.15	19:00:00	2567.487	2568.050	2562.697	2563.850	5623	0	159
2024.11.15	20:00:00	2563.849	2563.862	2559.758	2562.242	6555	0	159
2024.11.15	21:00:00	2562.203	2563.702	2561.110	2562.969	3296	0	160
2024.11.17	23:00:00	2568.027	2575.523	2568.027	2571.452	5722	0	159
2024.11.18	00:00:00	2571.424	2577.184	2569.866	2576.575	5866	0	159
2024.11.18	01:00:00	2576.488	2597.414	2576.488	2586.998	19686	0	159
2024.11.18	02:00:00	2586.954	2595.135	2586.837	2591.105	10136	0	159
2024.11.18	03:00:00	2591.026	2592.530	2587.765	2589.864	6167	0	159
2024.11.18	04:00:00	2589.899	2593.197	2589.256	2592.256	4374	0	159
2024.11.18	05:00:00	2592.224	2592.383	2585.078	2585.579	6825	0	159
2024.11.18	06:00:00	2585.611	2587.678	2580.420	2585.973	9721	0	159
2024.11.18	07:00:00	2586.030	2587.132	2581.678	2582.838	7085	0	159
2024.11.18	08:00:00	2582.796	2590.052	2582.032	2585.661	9181	0	159
2024.11.18	09:00:00	2585.620	2597.258	2583.802	2595.648	9660	0	159
2024.11.18	10:00:00	2595.695	2596.706	2589.535	2593.978	8417	0	159
2024.11.18	11:00:00	2594.006	2595.405	2590.428	2594.396	7333	0	159
2024.11.18	12:00:00	2594.338	2597.175	2590.358	2595.112	8555	0	159
2024.11.18	13:00:00	2595.111	2605.054	2592.870	2603.939	13172	0	159
2024.11.18	14:00:00	2603.964	2610.251	2602.699	2608.155	15361	0	159
2024.11.18	15:00:00	2608.192	2613.390	2605.858	2612.936	11699	0	159
2024.11.18	16:00:00	2612.972	2615.110	2609.329	2611.587	8997	0	159
2024.11.18	17:00:00	2611.623	2611.923	2607.341	2610.484	6698	0	159
2024.11.18	18:00:00	2610.487	2612.024	2607.667	2611.106	5870	0	159
2024.11.18	19:00:00	2611.144	2612.623	2608.343	2609.849	5480	0	159
2024.11.18	20:00:00	2609.804	2611.540	2608.192	2610.222	5050	0	159
2024.11.18	21:00:00	2610.260	2612.361	2609.829	2611.721	3320	0	160
2024.11.18	23:00:00	2611.031	2613.107	2610.348	2612.704	2271	0	159
2024.11.19	00:00:00	2612.731	2613.746	2611.045	2613.332	3709	0	159
2024.11.19	01:00:00	2613.344	2617.833	2611.538	2615.622	9946	0	159
2024.11.19	02:00:00	2615.618	2624.124	2615.618	2622.427	8280	0	159
2024.11.19	03:00:00	2622.392	2625.591	2621.321	2624.435	6470	0	159
2024.11.19	04:00:00	2624.456	2625.134	2621.503	2622.948	4588	0	159
2024.11.19	05:00:00	2622.903	2623.465	2620.801	2622.516	6294	0	159
2024.11.19	06:00:00	2622.475	2626.631	2621.371	2625.184	7152	0	159
2024.11.19	07:00:00	2625.142	2625.324	2617.686	2619.057	7808	0	159
2024.11.19	08:00:00	2619.021	2627.045	2618.674	2626.364	10277	0	159
2024.11.19	09:00:00	2626.285	2634.483	2625.266	2630.240	14213	0	159
2024.11.19	10:00:00	2630.216	2636.496	2629.880	2635.048	8433	0	159
2024.11.19	11:00:00	2635.061	2636.008	2629.023	2629.639	7709	0	159
2024.11.19	12:00:00	2629.667	2639.364	2628.719	2639.205	9296	0	159
2024.11.19	13:00:00	2639.236	2639.432	2629.261	2635.244	17116	0	159
2024.11.19	14:00:00	2635.216	2636.905	2622.740	2623.518	21381	0	159
2024.11.19	15:00:00	2623.481	2628.658	2620.912	2624.443	15308	0	159
2024.11.19	16:00:00	2624.478	2628.446	2622.295	2626.400	11002	0	159
2024.11.19	17:00:00	2626.364	2633.132	2625.622	2628.114	7957	0	159
2024.11.19	18:00:00	2628.148	2630.387	2626.270	2630.105	6627	0	159
2024.11.19	19:00:00	2630.140	2631.545	2628.859	2630.677	5359	0	159
2024.11.19	20:00:00	2630.716	2634.574	2630.414	2633.683	4534	0	159
